question_id,sqlite_source_query,mysql_direct_from_sqlite,direct_status,pg_intermediate_query,mysql_via_pg,via_pg_status,both_succeeded,queries_identical
65,SELECT CAST(SUM(CASE WHEN FundingType = 'Locally funded' THEN 1 ELSE 0 END) AS REAL) * 100 / SUM(CASE WHEN FundingType != 'Locally funded' THEN 1 ELSE 0 END) FROM schools WHERE County = 'Santa Clara' AND Charter = 1,SELECT CAST(SUM(CASE WHEN `FundingType` = 'Locally funded' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN `FundingType` != 'Locally funded' THEN 1 ELSE 0 END) FROM `schools` WHERE `County` = 'Santa Clara' AND `Charter` = 1,result_matched,"SELECT SUM(CASE WHEN ""FundingType"" = 'Locally funded' THEN 1 ELSE 0 END)::DOUBLE PRECISION * 100 / SUM(CASE WHEN ""FundingType"" != 'Locally funded' THEN 1 ELSE 0 END) FROM ""schools"" WHERE ""County"" = 'Santa Clara' AND ""Charter"" = TRUE",SELECT SUM(CASE WHEN `FundingType` = 'Locally funded' THEN 1 ELSE 0 END) * 100 / SUM(CASE WHEN `FundingType` != 'Locally funded' THEN 1 ELSE 0 END) FROM `schools` WHERE `County` = 'Santa Clara' AND `Charter` = 1,result_matched,True,False
66,"SELECT COUNT(School) FROM schools WHERE strftime('%Y', OpenDate) BETWEEN '2000' AND '2005' AND County = 'Stanislaus' AND FundingType = 'Directly funded'",SELECT COUNT(`School`) FROM `schools` WHERE YEAR(`OpenDate`) BETWEEN 2000 AND 2005 AND `County` = 'Stanislaus' AND `FundingType` = 'Directly funded',result_matched,"SELECT COUNT(""School"") FROM ""schools"" WHERE TO_CHAR(""OpenDate"", 'YYYY') BETWEEN '2000' AND '2005' AND ""County"" = 'Stanislaus' AND ""FundingType"" = 'Directly funded'",SELECT COUNT(`School`) FROM `schools` WHERE YEAR(`OpenDate`) BETWEEN 2000 AND 2005 AND `County` = 'Stanislaus' AND `FundingType` = 'Directly funded',result_matched,True,True
67,"SELECT COUNT(School) FROM schools WHERE strftime('%Y', ClosedDate) = '1989' AND City = 'San Francisco' AND DOCType = 'Community College District'",SELECT COUNT(`School`) FROM `schools` WHERE YEAR(`ClosedDate`) = '1989' AND `City` = 'San Francisco' AND `DOCType` = 'Community College District',result_matched,"SELECT COUNT(""School"") FROM ""schools"" WHERE EXTRACT(YEAR FROM ""ClosedDate"") = 1989 AND ""City"" = 'San Francisco' AND ""DOCType"" = 'Community College District'",SELECT COUNT(`School`) FROM `schools` WHERE YEAR(`ClosedDate`) = 1989 AND `City` = 'San Francisco' AND `DOCType` = 'Community College District',result_matched,True,False
68,"SELECT County FROM schools WHERE strftime('%Y', ClosedDate) BETWEEN '1980' AND '1989' AND StatusType = 'Closed' AND SOC = 11 GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1","SELECT County FROM schools WHERE YEAR(ClosedDate) BETWEEN 1980 AND 1989 AND StatusType = 'Closed' AND CAST(SUBSTRING_INDEX(TRIM(SOC), '.', 1) AS SIGNED) = 11 GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1",exhausted_retry,SQLite→PG failed,,N/A,False,False
69,SELECT NCESDist FROM schools WHERE SOC = 31,SELECT NCESDist FROM schools WHERE SOC = 31,result_matched,"SELECT ""NCESDist"" FROM ""schools"" WHERE ""SOC"" = '31'",SELECT `NCESDist` FROM `schools` WHERE `SOC` = '31',result_matched,True,False
70,SELECT COUNT(School) FROM schools WHERE (StatusType = 'Closed' OR StatusType = 'Active') AND SOC = 69 AND County = 'Alpine',SELECT COUNT(`School`) FROM `schools` WHERE (`StatusType` = 'Closed' OR `StatusType` = 'Active') AND `SOC` = '69' AND `County` = 'Alpine',result_matched,"SELECT COUNT(""School"") FROM ""schools"" WHERE (""StatusType"" = 'Closed' OR ""StatusType"" = 'Active') AND ""SOC"" = '69' AND ""County"" = 'Alpine'",SELECT COUNT(`School`) FROM `schools` WHERE (`StatusType` = 'Closed' OR `StatusType` = 'Active') AND `SOC` = '69' AND `County` = 'Alpine',result_matched,True,True
71,SELECT T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.City = 'Fresno' AND T2.Magnet = 0,SELECT T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.City = 'Fresno' AND T2.Magnet = 0,result_matched,"SELECT T1.""District Code"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""City"" = 'Fresno' AND T2.""Magnet"" = FALSE",SELECT T1.`District Code` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`City` = 'Fresno' AND NOT T2.`Magnet`,unable_to_match,False,False
72,SELECT T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.EdOpsCode = 'SSS' AND T2.City = 'Fremont' AND T1.`Academic Year` BETWEEN 2014 AND 2015,SELECT T1.`Enrollment (Ages 5-17)` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`EdOpsCode` = 'SSS' AND T2.`City` = 'Fremont' AND T1.`Academic Year` BETWEEN 2014 AND 2015,result_matched,"SELECT T1.""Enrollment (Ages 5-17)"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""EdOpsCode"" = 'SSS' AND T2.""City"" = 'Fremont' AND LEFT(T1.""Academic Year"", 4)::INTEGER BETWEEN 2014 AND 2015","SELECT T1.`Enrollment (Ages 5-17)` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`EdOpsCode` = 'SSS' AND T2.`City` = 'Fremont' AND CAST(LEFT(T1.`Academic Year`, 4) AS SIGNED) BETWEEN 2014 AND 2015",result_matched,True,False
73,SELECT T1.`FRPM Count (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.MailStreet = 'PO Box 1040' AND T2.SOCType = 'Youth Authority Facilities',SELECT T1.`FRPM Count (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.MailStreet = 'PO Box 1040' AND T2.SOCType = 'Youth Authority Facilities',result_matched,SQLite→PG failed,,N/A,False,False
74,SELECT MIN(T1.`Low Grade`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.NCESDist = '0613360' AND T2.EdOpsCode = 'SPECON',SELECT MIN(T1.`Low Grade`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.NCESDist = '0613360' AND T2.EdOpsCode = 'SPECON',result_matched,"SELECT MIN(T1.""Low Grade"") FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""NCESDist"" = '0613360' AND T2.""EdOpsCode"" = 'SPECON'",SELECT MIN(T1.`Low Grade`) FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`NCESDist` = '0613360' AND T2.`EdOpsCode` = 'SPECON',result_matched,True,False
75,"SELECT T2.EILName, T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Breakfast Provision 2' AND T1.`County Code` = 37","SELECT T2.`EILName`, T2.`School` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`NSLP Provision Status` = 'Breakfast Provision 2' AND T1.`County Code` = '37'",result_matched,"SELECT T2.""EILName"", T2.""School"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T1.""NSLP Provision Status"" = 'Breakfast Provision 2' AND T1.""County Code"" = '37'","SELECT T2.`EILName`, T2.`School` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`NSLP Provision Status` = 'Breakfast Provision 2' AND T1.`County Code` = '37'",result_matched,True,True
76,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.County = 'Merced' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12 AND T2.EILCode = 'HS',SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.County = 'Merced' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12 AND T2.EILCode = 'HS',result_matched,"SELECT T2.""City"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T1.""NSLP Provision Status"" = 'Lunch Provision 2' AND T2.""County"" = 'Merced' AND T1.""Low Grade"" = '9' AND T1.""High Grade"" = '12' AND T2.""EILCode"" = 'HS'",SELECT T2.`City` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.`County` = 'Merced' AND T1.`Low Grade` = '9' AND T1.`High Grade` = '12' AND T2.`EILCode` = 'HS',result_matched,True,False
77,"SELECT T2.School, T1.`FRPM Count (Ages 5-17)` * 100 / T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.GSserved = 'K-9'","SELECT T2.School, T1.`FRPM Count (Ages 5-17)` * 100 / T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.GSserved = 'K-9'",result_matched,"SELECT ""T2"".""School"", ""T1"".""FRPM Count (Ages 5-17)"" * 100 / ""T1"".""Enrollment (Ages 5-17)"" FROM ""frpm"" AS ""T1"" INNER JOIN ""schools"" AS ""T2"" ON ""T1"".""CDSCode"" = ""T2"".""CDSCode"" WHERE ""T2"".""County"" = 'Los Angeles' AND ""T2"".""GSserved"" = 'K-9'","SELECT `T2`.`School`, `T1`.`FRPM Count (Ages 5-17)` * 100 / `T1`.`Enrollment (Ages 5-17)` FROM `frpm` AS `T1` INNER JOIN `schools` AS `T2` ON `T1`.`CDSCode` = `T2`.`CDSCode` WHERE `T2`.`County` = 'Los Angeles' AND `T2`.`GSserved` = 'K-9'",result_matched,True,False
78,SELECT GSserved FROM schools WHERE City = 'Adelanto' GROUP BY GSserved ORDER BY COUNT(GSserved) DESC LIMIT 1,SELECT GSserved FROM schools WHERE City = 'Adelanto' GROUP BY GSserved ORDER BY COUNT(GSserved) DESC LIMIT 1,result_matched,"SELECT ""GSserved"" FROM ""schools"" WHERE ""City"" = 'Adelanto' GROUP BY ""GSserved"" ORDER BY COUNT(""GSserved"") DESC NULLS LAST LIMIT 1",SELECT `GSserved` FROM `schools` WHERE `City` = 'Adelanto' GROUP BY `GSserved` ORDER BY COUNT(`GSserved`) DESC LIMIT 1,result_matched,True,False
79,"SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1","SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1",result_matched,"SELECT ""County"", COUNT(""Virtual"") FROM ""schools"" WHERE (""County"" = 'San Diego' OR ""County"" = 'Santa Barbara') AND ""Virtual"" = 'F' GROUP BY ""County"" ORDER BY COUNT(""Virtual"") DESC NULLS LAST LIMIT 1","SELECT `County`, COUNT(`Virtual`) FROM `schools` WHERE (`County` = 'San Diego' OR `County` = 'Santa Barbara') AND `Virtual` = 'F' GROUP BY `County` ORDER BY COUNT(`Virtual`) DESC LIMIT 1",result_matched,True,False
80,"SELECT T1.`School Type`, T1.`School Name`, T2.Latitude FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.Latitude DESC LIMIT 1","SELECT T1.`School Type`, T1.`School Name`, T2.`Latitude` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` ORDER BY T2.`Latitude` DESC LIMIT 1",result_matched,"SELECT T1.""School Type"", T1.""School Name"", T2.""Latitude"" FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" ORDER BY T2.""Latitude"" DESC NULLS LAST LIMIT 1","SELECT T1.`School Type`, T1.`School Name`, T2.`Latitude` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.`CDSCode` = T2.`CDSCode` ORDER BY T2.`Latitude` IS NULL ASC, T2.`Latitude` DESC LIMIT 1",result_matched,True,False
81,"SELECT T2.City, T1.`Low Grade`, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.State = 'CA' ORDER BY T2.Latitude ASC LIMIT 1","SELECT T2.City, T1.`Low Grade`, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.State = 'CA' ORDER BY T2.Latitude ASC, T2.CDSCode ASC LIMIT 1",result_matched,"SELECT T2.""City"", T1.""Low Grade"", T1.""School Name"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""State"" = 'CA' ORDER BY T2.""Latitude"" ASC NULLS FIRST LIMIT 1","SELECT T2.`City`, T1.`Low Grade`, T1.`School Name` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`State` = 'CA' ORDER BY (CASE WHEN T2.`Latitude` IS NULL THEN 0 ELSE 1 END) ASC, T2.`Latitude` ASC, T2.`CDSCode` ASC LIMIT 1",result_matched,True,False
82,SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,result_matched,"SELECT ""GSoffered"" FROM ""schools"" WHERE ABS(""Longitude"") = (SELECT MAX(ABS(""Longitude"")) FROM ""schools"") ORDER BY ""CDSCode"" ASC LIMIT 1",SELECT `GSoffered` FROM `schools` WHERE ABS(`Longitude`) = (SELECT MAX(ABS(`Longitude`)) FROM `schools`) ORDER BY `CDSCode` ASC LIMIT 1,result_matched,True,False
83,"SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City","SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City",result_matched,"SELECT T2.""City"", COUNT(T2.""CDSCode"") FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""Magnet"" IS TRUE AND T2.""GSoffered"" = 'K-8' AND T1.""NSLP Provision Status"" = 'Multiple Provision Types' GROUP BY T2.""City""","SELECT T2.`City`, COUNT(T2.`CDSCode`) FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`Magnet` = 1 AND T2.`GSoffered` = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.`City`",result_matched,True,False
84,"SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1","SELECT DISTINCT T1.`AdmFName1`, T1.`District` FROM `schools` AS T1 INNER JOIN ( SELECT `AdmFName1` FROM `schools` GROUP BY `AdmFName1` ORDER BY COUNT(`AdmFName1`) DESC, MIN(`CDSCode`) ASC LIMIT 2 ) AS T2 ON T1.`AdmFName1` = T2.`AdmFName1` ORDER BY T1.`AdmFName1` ASC, T1.`District` ASC",result_matched,"WITH RankedAdmFName AS ( SELECT ""AdmFName1"", COUNT(""AdmFName1"") AS name_count, ROW_NUMBER() OVER (ORDER BY COUNT(""AdmFName1"") DESC, ""AdmFName1"" ASC) as rn FROM ""schools"" WHERE ""AdmFName1"" IS NOT NULL GROUP BY ""AdmFName1"" ) SELECT DISTINCT T1.""AdmFName1"", T1.""District"" FROM ""schools"" AS T1 INNER JOIN RankedAdmFName AS T2 ON T1.""AdmFName1"" = T2.""AdmFName1"" WHERE T2.rn <= 2 ORDER BY T1.""AdmFName1"" ASC, T1.""District"" ASC","WITH RankedAdmFName AS ( SELECT `AdmFName1`, COUNT(`AdmFName1`) AS name_count, ROW_NUMBER() OVER (ORDER BY COUNT(`AdmFName1`) DESC, `AdmFName1` ASC) as rn FROM `schools` WHERE `AdmFName1` IS NOT NULL GROUP BY `AdmFName1` ) SELECT DISTINCT T1.`AdmFName1`, T1.`District` FROM `schools` AS T1 INNER JOIN RankedAdmFName AS T2 ON T1.`AdmFName1` = T2.`AdmFName1` WHERE T2.rn <= 2 ORDER BY T1.`AdmFName1` ASC, T1.`District` ASC",result_matched,True,False
85,"SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'","SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'",result_matched,"SELECT T1.""Free Meal Count (K-12)"" * 100.0 / T1.""Enrollment (K-12)"", T1.""District Code"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""AdmFName1"" = 'Alusine'","SELECT T1.`Free Meal Count (K-12)` * 100.0 / T1.`Enrollment (K-12)`, T1.`District Code` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`AdmFName1` = 'Alusine'",result_matched,True,False
86,"SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'","SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'",result_matched,SQLite→PG failed,,N/A,False,False
87,"SELECT T2.AdmEmail1, T2.AdmEmail2 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND strftime('%Y', T2.OpenDate) BETWEEN '2009' AND '2010' AND T2.SOC = 62","SELECT T2.AdmEmail1, T2.AdmEmail2 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND YEAR(T2.OpenDate) BETWEEN 2009 AND 2010 AND T2.SOC = 62",result_matched,"SELECT T2.""AdmEmail1"", T2.""AdmEmail2"" FROM ""frpm"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""CDSCode"" = T2.""CDSCode"" WHERE T2.""County"" = 'San Bernardino' AND T2.""City"" = 'San Bernardino' AND T2.""DOC"" = '54' AND TO_CHAR(T2.""OpenDate"", 'YYYY') BETWEEN '2009' AND '2010' AND T2.""SOC"" = '62'","SELECT T2.`AdmEmail1`, T2.`AdmEmail2` FROM `frpm` AS T1 INNER JOIN `schools` AS T2 ON T1.`CDSCode` = T2.`CDSCode` WHERE T2.`County` = 'San Bernardino' AND T2.`City` = 'San Bernardino' AND T2.`DOC` = '54' AND YEAR(T2.`OpenDate`) BETWEEN 2009 AND 2010 AND T2.`SOC` = '62'",result_matched,True,False
88,"SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",result_matched,"SELECT T2.""AdmEmail1"", T2.""School"" FROM ""satscores"" AS T1 INNER JOIN ""schools"" AS T2 ON T1.""cds"" = T2.""CDSCode"" ORDER BY T1.""NumGE1500"" DESC NULLS LAST LIMIT 1","SELECT T2.`AdmEmail1`, T2.`School` FROM `satscores` AS T1 INNER JOIN `schools` AS T2 ON T1.`cds` = T2.`CDSCode` ORDER BY ISNULL(T1.`NumGE1500`) ASC, T1.`NumGE1500` DESC LIMIT 1",result_matched,True,False
